District,Season,Crop
ANANTAPUR,Rabi       ,Jowar
ANANTAPUR,Rabi       ,Maize
ANANTAPUR,Rabi       ,Moong(Green Gram)
ANANTAPUR,Rabi       ,Onion
ANANTAPUR,Rabi       ,Potato
ANANTAPUR,Rabi       ,Ragi
ANANTAPUR,Rabi       ,Rice
ANANTAPUR,Rabi       ,Safflower
ANANTAPUR,Rabi       ,Small millets
ANANTAPUR,Rabi       ,Sunflower
ANANTAPUR,Rabi       ,Sweet potato
ANANTAPUR,Rabi       ,Tobacco
ANANTAPUR,Rabi       ,Tomato
ANANTAPUR,Rabi       ,Urad
ANANTAPUR,Rabi       ,Wheat
ANANTAPUR,Whole Year ,Coconut 
ANANTAPUR,Kharif     ,Arecanut
ANANTAPUR,Kharif     ,Arhar/Tur
ANANTAPUR,Kharif     ,Bajra
ANANTAPUR,Kharif     ,Brinjal
ANANTAPUR,Kharif     ,Cabbage
ANANTAPUR,Kharif     ,Cashewnut
ANANTAPUR,Kharif     ,Castor seed
ANANTAPUR,Kharif     ,Cotton(lint)
ANANTAPUR,Kharif     ,Cowpea(Lobia)
ANANTAPUR,Kharif     ,Dry chillies
ANANTAPUR,Kharif     ,Grapes
ANANTAPUR,Kharif     ,Groundnut
ANANTAPUR,Kharif     ,Horse-gram
ANANTAPUR,Kharif     ,Jowar
ANANTAPUR,Kharif     ,Lemon
ANANTAPUR,Kharif     ,Linseed
ANANTAPUR,Kharif     ,Maize
ANANTAPUR,Kharif     ,Mango
ANANTAPUR,Kharif     ,Moong(Green Gram)
ANANTAPUR,Kharif     ,Onion
ANANTAPUR,Kharif     ,Other Kharif pulses
ANANTAPUR,Kharif     ,other oilseeds
ANANTAPUR,Kharif     ,Papaya
ANANTAPUR,Kharif     ,Pome Granet
ANANTAPUR,Kharif     ,Ragi
ANANTAPUR,Kharif     ,Rice
ANANTAPUR,Kharif     ,Sapota
ANANTAPUR,Kharif     ,Small millets
ANANTAPUR,Kharif     ,Soyabean
ANANTAPUR,Kharif     ,Sugarcane
ANANTAPUR,Kharif     ,Sunflower
ANANTAPUR,Kharif     ,Tobacco
ANANTAPUR,Kharif     ,Tomato
ANANTAPUR,Kharif     ,Turmeric
ANANTAPUR,Kharif     ,Urad
ANANTAPUR,Rabi       ,Bajra
ANANTAPUR,Rabi       ,Brinjal
ANANTAPUR,Rabi       ,Cabbage
ANANTAPUR,Rabi       ,Castor seed
ANANTAPUR,Rabi       ,Coriander
ANANTAPUR,Rabi       ,Cotton(lint)
ANANTAPUR,Rabi       ,Cowpea(Lobia)
ANANTAPUR,Rabi       ,Dry chillies
ANANTAPUR,Rabi       ,Gram
ANANTAPUR,Rabi       ,Groundnut
ANANTAPUR,Rabi       ,Horse-gram
ANANTAPUR,Rabi       ,Jowar
ANANTAPUR,Rabi       ,Maize
ANANTAPUR,Rabi       ,Moong(Green Gram)
ANANTAPUR,Rabi       ,Onion
ANANTAPUR,Rabi       ,Other Kharif pulses
ANANTAPUR,Rabi       ,Ragi
ANANTAPUR,Rabi       ,Rice
ANANTAPUR,Rabi       ,Safflower
ANANTAPUR,Rabi       ,Small millets
ANANTAPUR,Rabi       ,Sunflower
ANANTAPUR,Rabi       ,Sweet potato
ANANTAPUR,Rabi       ,Tobacco
ANANTAPUR,Rabi       ,Tomato
ANANTAPUR,Rabi       ,Urad
ANANTAPUR,Rabi       ,Wheat
ANANTAPUR,Whole Year ,Banana
ANANTAPUR,Whole Year ,Cashewnut
ANANTAPUR,Whole Year ,Castor seed
ANANTAPUR,Whole Year ,Coconut 
ANANTAPUR,Whole Year ,Coriander
ANANTAPUR,Whole Year ,Linseed
ANANTAPUR,Whole Year ,Potato
ANANTAPUR,Whole Year ,Safflower
ANANTAPUR,Whole Year ,Sweet potato
ANANTAPUR,Whole Year ,Wheat
ANANTAPUR,Kharif     ,Arhar/Tur
ANANTAPUR,Kharif     ,Bajra
ANANTAPUR,Kharif     ,Brinjal
ANANTAPUR,Kharif     ,Cabbage
ANANTAPUR,Kharif     ,Cashewnut
ANANTAPUR,Kharif     ,Castor seed
ANANTAPUR,Kharif     ,Coriander
ANANTAPUR,Kharif     ,Cotton(lint)
ANANTAPUR,Kharif     ,Cowpea(Lobia)
ANANTAPUR,Kharif     ,Dry chillies
ANANTAPUR,Kharif     ,Grapes
ANANTAPUR,Kharif     ,Groundnut
ANANTAPUR,Kharif     ,Horse-gram
ANANTAPUR,Kharif     ,Jowar
ANANTAPUR,Kharif     ,Lemon
ANANTAPUR,Kharif     ,Maize
ANANTAPUR,Kharif     ,Mango
ANANTAPUR,Kharif     ,Mesta
ANANTAPUR,Kharif     ,Moong(Green Gram)
ANANTAPUR,Kharif     ,Onion
ANANTAPUR,Kharif     ,Other Kharif pulses
ANANTAPUR,Kharif     ,other oilseeds
ANANTAPUR,Kharif     ,Papaya
ANANTAPUR,Kharif     ,Pome Granet
ANANTAPUR,Kharif     ,Potato
ANANTAPUR,Kharif     ,Ragi
ANANTAPUR,Kharif     ,Rice
ANANTAPUR,Kharif     ,Sapota
ANANTAPUR,Kharif     ,Small millets
ANANTAPUR,Kharif     ,Soyabean
ANANTAPUR,Kharif     ,Sugarcane
ANANTAPUR,Kharif     ,Sunflower
ANANTAPUR,Kharif     ,Tobacco
ANANTAPUR,Kharif     ,Tomato
ANANTAPUR,Kharif     ,Turmeric
ANANTAPUR,Kharif     ,Urad
ANANTAPUR,Rabi       ,Bajra
ANANTAPUR,Rabi       ,Brinjal
ANANTAPUR,Rabi       ,Cabbage
ANANTAPUR,Rabi       ,Castor seed
ANANTAPUR,Rabi       ,Coriander
ANANTAPUR,Rabi       ,Cotton(lint)
ANANTAPUR,Rabi       ,Cowpea(Lobia)
ANANTAPUR,Rabi       ,Dry chillies
ANANTAPUR,Rabi       ,Gram
ANANTAPUR,Rabi       ,Groundnut
ANANTAPUR,Rabi       ,Horse-gram
ANANTAPUR,Rabi       ,Jowar
ANANTAPUR,Rabi       ,Maize
ANANTAPUR,Rabi       ,Moong(Green Gram)
ANANTAPUR,Rabi       ,Onion
ANANTAPUR,Rabi       ,Other  Rabi pulses
ANANTAPUR,Rabi       ,Potato
ANANTAPUR,Rabi       ,Ragi
ANANTAPUR,Rabi       ,Rice
ANANTAPUR,Rabi       ,Safflower
ANANTAPUR,Rabi       ,Small millets
ANANTAPUR,Rabi       ,Sunflower
ANANTAPUR,Rabi       ,Sweet potato
ANANTAPUR,Rabi       ,Tobacco
ANANTAPUR,Rabi       ,Tomato
ANANTAPUR,Rabi       ,Urad
ANANTAPUR,Whole Year ,Coconut 
ANANTAPUR,Whole Year ,Rice
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Samai
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Sugarcane
CHITTOOR,Kharif     ,Sunflower
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sunflower
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Korra
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Samai
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Sunflower
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Sunflower
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Cotton(lint)
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Masoor
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Sunflower
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Gram
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Jowar
CHITTOOR,Rabi       ,Linseed
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Moong(Green Gram)
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Urad
CHITTOOR,Whole Year ,Dry chillies
CHITTOOR,Whole Year ,Onion
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Whole Year ,Tobacco
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Cotton(lint)
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Gram
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Korra
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Mesta
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Onion
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,other misc. pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Samai
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Sunflower
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Jowar
CHITTOOR,Rabi       ,Linseed
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Moong(Green Gram)
CHITTOOR,Rabi       ,Onion
CHITTOOR,Rabi       ,Other  Rabi pulses
CHITTOOR,Rabi       ,other misc. pulses
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rapeseed &Mustard
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Urad
CHITTOOR,Rabi       ,Wheat
CHITTOOR,Whole Year ,Banana
CHITTOOR,Whole Year ,Cashewnut
CHITTOOR,Whole Year ,Coconut 
CHITTOOR,Whole Year ,Coriander
CHITTOOR,Whole Year ,Potato
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Whole Year ,Sweet potato
CHITTOOR,Whole Year ,Tapioca
CHITTOOR,Whole Year ,Tobacco
CHITTOOR,Whole Year ,Turmeric
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Cotton(lint)
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Gram
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Korra
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Mesta
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Onion
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Samai
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Sunflower
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Jowar
CHITTOOR,Rabi       ,Linseed
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Moong(Green Gram)
CHITTOOR,Rabi       ,Onion
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Urad
CHITTOOR,Rabi       ,Wheat
CHITTOOR,Whole Year ,Banana
CHITTOOR,Whole Year ,Cashewnut
CHITTOOR,Whole Year ,Coconut 
CHITTOOR,Whole Year ,Coriander
CHITTOOR,Whole Year ,Potato
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Whole Year ,Sweet potato
CHITTOOR,Whole Year ,Tobacco
CHITTOOR,Whole Year ,Turmeric
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Mesta
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Onion
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Sunflower
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Arhar/Tur
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Gram
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Jowar
CHITTOOR,Rabi       ,Linseed
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Moong(Green Gram)
CHITTOOR,Rabi       ,Onion
CHITTOOR,Rabi       ,Other  Rabi pulses
CHITTOOR,Rabi       ,other oilseeds
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Urad
CHITTOOR,Rabi       ,Wheat
CHITTOOR,Whole Year ,Banana
CHITTOOR,Whole Year ,Beans & Mutter(Vegetable)
CHITTOOR,Whole Year ,Bhindi
CHITTOOR,Whole Year ,Brinjal
CHITTOOR,Whole Year ,Cabbage
CHITTOOR,Whole Year ,Cashewnut
CHITTOOR,Whole Year ,Citrus Fruit
CHITTOOR,Whole Year ,Coconut 
CHITTOOR,Whole Year ,Coriander
CHITTOOR,Whole Year ,Cucumber
CHITTOOR,Whole Year ,Grapes
CHITTOOR,Whole Year ,Mango
CHITTOOR,Whole Year ,Orange
CHITTOOR,Whole Year ,Other Fresh Fruits
CHITTOOR,Whole Year ,Other Vegetables
CHITTOOR,Whole Year ,Papaya
CHITTOOR,Whole Year ,Peas  (vegetable)
CHITTOOR,Whole Year ,Pome Fruit
CHITTOOR,Whole Year ,Potato
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Whole Year ,Sweet potato
CHITTOOR,Whole Year ,Tobacco
CHITTOOR,Whole Year ,Tomato
CHITTOOR,Whole Year ,Turmeric
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Korra
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Mesta
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Onion
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Samai
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Sunflower
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Arhar/Tur
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Jowar
CHITTOOR,Rabi       ,Linseed
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Moong(Green Gram)
CHITTOOR,Rabi       ,Onion
CHITTOOR,Rabi       ,Other  Rabi pulses
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Urad
CHITTOOR,Rabi       ,Wheat
CHITTOOR,Whole Year ,Banana
CHITTOOR,Whole Year ,Beans & Mutter(Vegetable)
CHITTOOR,Whole Year ,Bhindi
CHITTOOR,Whole Year ,Brinjal
CHITTOOR,Whole Year ,Cabbage
CHITTOOR,Whole Year ,Cashewnut
CHITTOOR,Whole Year ,Citrus Fruit
CHITTOOR,Whole Year ,Coconut 
CHITTOOR,Whole Year ,Coriander
CHITTOOR,Whole Year ,Cucumber
CHITTOOR,Whole Year ,Grapes
CHITTOOR,Whole Year ,Mango
CHITTOOR,Whole Year ,Orange
CHITTOOR,Whole Year ,Other Fresh Fruits
CHITTOOR,Whole Year ,Other Vegetables
CHITTOOR,Whole Year ,Papaya
CHITTOOR,Whole Year ,Pome Fruit
CHITTOOR,Whole Year ,Potato
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Whole Year ,Sweet potato
CHITTOOR,Whole Year ,Tobacco
CHITTOOR,Whole Year ,Tomato
CHITTOOR,Whole Year ,Turmeric
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Gram
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Mesta
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Onion
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Sunflower
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Gram
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Jowar
CHITTOOR,Rabi       ,Linseed
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Moong(Green Gram)
CHITTOOR,Rabi       ,Onion
CHITTOOR,Rabi       ,Other  Rabi pulses
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Sunflower
CHITTOOR,Rabi       ,Urad
CHITTOOR,Rabi       ,Wheat
CHITTOOR,Whole Year ,Banana
CHITTOOR,Whole Year ,Cashewnut
CHITTOOR,Whole Year ,Coconut 
CHITTOOR,Whole Year ,Coriander
CHITTOOR,Whole Year ,Potato
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Whole Year ,Sweet potato
CHITTOOR,Whole Year ,Tobacco
CHITTOOR,Whole Year ,Turmeric
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Cotton(lint)
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Mesta
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Onion
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Jowar
CHITTOOR,Rabi       ,Linseed
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Moong(Green Gram)
CHITTOOR,Rabi       ,Onion
CHITTOOR,Rabi       ,Other  Rabi pulses
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Urad
CHITTOOR,Whole Year ,Banana
CHITTOOR,Whole Year ,Cashewnut
CHITTOOR,Whole Year ,Coconut 
CHITTOOR,Whole Year ,Coriander
CHITTOOR,Whole Year ,Potato
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Whole Year ,Sunflower
CHITTOOR,Whole Year ,Sweet potato
CHITTOOR,Whole Year ,Tobacco
CHITTOOR,Whole Year ,Turmeric
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Mesta
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Onion
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Arhar/Tur
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Jowar
CHITTOOR,Rabi       ,Linseed
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Moong(Green Gram)
CHITTOOR,Rabi       ,Onion
CHITTOOR,Rabi       ,Other  Rabi pulses
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Urad
CHITTOOR,Rabi       ,Wheat
CHITTOOR,Whole Year ,Banana
CHITTOOR,Whole Year ,Cashewnut
CHITTOOR,Whole Year ,Coconut 
CHITTOOR,Whole Year ,Coriander
CHITTOOR,Whole Year ,Potato
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Whole Year ,Sunflower
CHITTOOR,Whole Year ,Sweet potato
CHITTOOR,Whole Year ,Tobacco
CHITTOOR,Whole Year ,Turmeric
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Sunflower
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sunflower
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Cotton(lint)
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Onion
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Gram
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Maize
CHITTOOR,Rabi       ,Moong(Green Gram)
CHITTOOR,Rabi       ,Onion
CHITTOOR,Rabi       ,Ragi
CHITTOOR,Rabi       ,Rice
CHITTOOR,Rabi       ,Sesamum
CHITTOOR,Rabi       ,Urad
CHITTOOR,Whole Year ,Banana
CHITTOOR,Whole Year ,Cashewnut
CHITTOOR,Whole Year ,Coconut 
CHITTOOR,Whole Year ,Coriander
CHITTOOR,Whole Year ,Potato
CHITTOOR,Whole Year ,Sugarcane
CHITTOOR,Whole Year ,Sunflower
CHITTOOR,Whole Year ,Sweet potato
CHITTOOR,Whole Year ,Tapioca
CHITTOOR,Whole Year ,Tobacco
CHITTOOR,Whole Year ,Turmeric
CHITTOOR,Kharif     ,Arhar/Tur
CHITTOOR,Kharif     ,Bajra
CHITTOOR,Kharif     ,Castor seed
CHITTOOR,Kharif     ,Cotton(lint)
CHITTOOR,Kharif     ,Dry chillies
CHITTOOR,Kharif     ,Groundnut
CHITTOOR,Kharif     ,Horse-gram
CHITTOOR,Kharif     ,Jowar
CHITTOOR,Kharif     ,Maize
CHITTOOR,Kharif     ,Moong(Green Gram)
CHITTOOR,Kharif     ,Onion
CHITTOOR,Kharif     ,Other Kharif pulses
CHITTOOR,Kharif     ,Ragi
CHITTOOR,Kharif     ,Rice
CHITTOOR,Kharif     ,Sesamum
CHITTOOR,Kharif     ,Small millets
CHITTOOR,Kharif     ,Urad
CHITTOOR,Rabi       ,Arhar/Tur
CHITTOOR,Rabi       ,Bajra
CHITTOOR,Rabi       ,Dry chillies
CHITTOOR,Rabi       ,Gram
CHITTOOR,Rabi       ,Groundnut
CHITTOOR,Rabi       ,Horse-gram
CHITTOOR,Rabi       ,Maize
